GEOID,NAME,variable,value,gender,age_band,race
23,Maine,P012D005,404,Male,0-15,Asian
24,Maryland,P012D005,9504,Male,0-15,Asian
25,Massachusetts,P012D005,9973,Male,0-15,Asian
26,Michigan,P012D005,8318,Male,0-15,Asian
27,Minnesota,P012D005,8688,Male,0-15,Asian
28,Mississippi,P012D005,873,Male,0-15,Asian
29,Missouri,P012D005,2865,Male,0-15,Asian
30,Montana,P012D005,142,Male,0-15,Asian
31,Nebraska,P012D005,1088,Male,0-15,Asian
32,Nevada,P012D005,5737,Male,0-15,Asian
33,New Hampshire,P012D005,918,Male,0-15,Asian
34,New Jersey,P012D005,23397,Male,0-15,Asian
35,New Mexico,P012D005,818,Male,0-15,Asian
36,New York,P012D005,40446,Male,0-15,Asian
37,North Carolina,P012D005,7209,Male,0-15,Asian
38,North Dakota,P012D005,172,Male,0-15,Asian
39,Ohio,P012D005,5621,Male,0-15,Asian
40,Oklahoma,P012D005,2072,Male,0-15,Asian
41,Oregon,P012D005,4300,Male,0-15,Asian
42,Pennsylvania,P012D005,10435,Male,0-15,Asian
44,Rhode Island,P012D005,872,Male,0-15,Asian
45,South Carolina,P012D005,1845,Male,0-15,Asian
46,South Dakota,P012D005,287,Male,0-15,Asian
47,Tennessee,P012D005,3009,Male,0-15,Asian
48,Texas,P012D005,32117,Male,0-15,Asian
49,Utah,P012D005,1799,Male,0-15,Asian
50,Vermont,P012D005,256,Male,0-15,Asian
51,Virginia,P012D005,13480,Male,0-15,Asian
53,Washington,P012D005,13798,Male,0-15,Asian
54,West Virginia,P012D005,296,Male,0-15,Asian
55,Wisconsin,P012D005,5398,Male,0-15,Asian
56,Wyoming,P012D005,103,Male,0-15,Asian
72,Puerto Rico,P012D005,196,Male,0-15,Asian
01,Alabama,P012D006,993,Male,16-34,Asian
02,Alaska,P012D006,915,Male,16-34,Asian
04,Arizona,P012D006,3200,Male,16-34,Asian
05,Arkansas,P012D006,730,Male,16-34,Asian
06,California,P012D006,93895,Male,16-34,Asian
08,Colorado,P012D006,2524,Male,16-34,Asian
09,Connecticut,P012D006,2416,Male,16-34,Asian
10,Delaware,P012D006,499,Male,16-34,Asian
11,District of Columbia,P012D006,98,Male,16-34,Asian
12,Florida,P012D006,8459,Male,16-34,Asian
13,Georgia,P012D006,6401,Male,16-34,Asian
15,Hawaii,P012D006,8457,Male,16-34,Asian
16,Idaho,P012D006,375,Male,16-34,Asian
17,Illinois,P012D006,10334,Male,16-34,Asian
18,Indiana,P012D006,1871,Male,16-34,Asian
19,Iowa,P012D006,978,Male,16-34,Asian
20,Kansas,P012D006,1316,Male,16-34,Asian
21,Kentucky,P012D006,857,Male,16-34,Asian
22,Louisiana,P012D006,1369,Male,16-34,Asian
23,Maine,P012D006,410,Male,16-34,Asian
24,Maryland,P012D006,5824,Male,16-34,Asian
25,Massachusetts,P012D006,5936,Male,16-34,Asian
26,Michigan,P012D006,4750,Male,16-34,Asian
27,Minnesota,P012D006,5736,Male,16-34,Asian
28,Mississippi,P012D006,563,Male,16-34,Asian
29,Missouri,P012D006,1698,Male,16-34,Asian
30,Montana,P012D006,160,Male,16-34,Asian
31,Nebraska,P012D006,666,Male,16-34,Asian
32,Nevada,P012D006,3500,Male,16-34,Asian
33,New Hampshire,P012D006,478,Male,16-34,Asian
34,New Jersey,P012D006,13890,Male,16-34,Asian
35,New Mexico,P012D006,502,Male,16-34,Asian
36,New York,P012D006,26359,Male,16-34,Asian
37,North Carolina,P012D006,4150,Male,16-34,Asian
38,North Dakota,P012D006,113,Male,16-34,Asian
39,Ohio,P012D006,3229,Male,16-34,Asian
40,Oklahoma,P012D006,1315,Male,16-34,Asian
41,Oregon,P012D006,2766,Male,16-34,Asian
42,Pennsylvania,P012D006,6494,Male,16-34,Asian
44,Rhode Island,P012D006,618,Male,16-34,Asian
45,South Carolina,P012D006,1050,Male,16-34,Asian
46,South Dakota,P012D006,150,Male,16-34,Asian
47,Tennessee,P012D006,1740,Male,16-34,Asian
48,Texas,P012D006,18717,Male,16-34,Asian
49,Utah,P012D006,1168,Male,16-34,Asian
50,Vermont,P012D006,159,Male,16-34,Asian
51,Virginia,P012D006,8098,Male,16-34,Asian
53,Washington,P012D006,9170,Male,16-34,Asian
54,West Virginia,P012D006,202,Male,16-34,Asian
55,Wisconsin,P012D006,3644,Male,16-34,Asian
56,Wyoming,P012D006,63,Male,16-34,Asian
72,Puerto Rico,P012D006,115,Male,16-34,Asian
01,Alabama,P012D007,762,Male,16-34,Asian
02,Alaska,P012D007,577,Male,16-34,Asian
04,Arizona,P012D007,2570,Male,16-34,Asian
05,Arkansas,P012D007,565,Male,16-34,Asian
06,California,P012D007,68987,Male,16-34,Asian
08,Colorado,P012D007,1823,Male,16-34,Asian
09,Connecticut,P012D007,1758,Male,16-34,Asian
10,Delaware,P012D007,429,Male,16-34,Asian
11,District of Columbia,P012D007,384,Male,16-34,Asian
12,Florida,P012D007,6342,Male,16-34,Asian
13,Georgia,P012D007,4878,Male,16-34,Asian
15,Hawaii,P012D007,5548,Male,16-34,Asian
16,Idaho,P012D007,246,Male,16-34,Asian
17,Illinois,P012D007,7728,Male,16-34,Asian
18,Indiana,P012D007,2251,Male,16-34,Asian
19,Iowa,P012D007,1111,Male,16-34,Asian
20,Kansas,P012D007,988,Male,16-34,Asian
21,Kentucky,P012D007,647,Male,16-34,Asian
22,Louisiana,P012D007,1034,Male,16-34,Asian
23,Maine,P012D007,358,Male,16-34,Asian
24,Maryland,P012D007,4272,Male,16-34,Asian
25,Massachusetts,P012D007,6236,Male,16-34,Asian
26,Michigan,P012D007,4044,Male,16-34,Asian
27,Minnesota,P012D007,4267,Male,16-34,Asian
28,Mississippi,P012D007,425,Male,16-34,Asian
29,Missouri,P012D007,1703,Male,16-34,Asian
30,Montana,P012D007,126,Male,16-34,Asian
31,Nebraska,P012D007,540,Male,16-34,Asian
32,Nevada,P012D007,2520,Male,16-34,Asian
33,New Hampshire,P012D007,445,Male,16-34,Asian
34,New Jersey,P012D007,8135,Male,16-34,Asian
35,New Mexico,P012D007,379,Male,16-34,Asian
36,New York,P012D007,20645,Male,16-34,Asian
37,North Carolina,P012D007,3134,Male,16-34,Asian
38,North Dakota,P012D007,158,Male,16-34,Asian
39,Ohio,P012D007,2829,Male,16-34,Asian
40,Oklahoma,P012D007,1151,Male,16-34,Asian
41,Oregon,P012D007,2210,Male,16-34,Asian
42,Pennsylvania,P012D007,6248,Male,16-34,Asian
44,Rhode Island,P012D007,677,Male,16-34,Asian
45,South Carolina,P012D007,939,Male,16-34,Asian
46,South Dakota,P012D007,139,Male,16-34,Asian
47,Tennessee,P012D007,1342,Male,16-34,Asian
48,Texas,P012D007,12787,Male,16-34,Asian
49,Utah,P012D007,983,Male,16-34,Asian
50,Vermont,P012D007,206,Male,16-34,Asian
51,Virginia,P012D007,5592,Male,16-34,Asian
53,Washington,P012D007,7302,Male,16-34,Asian
54,West Virginia,P012D007,209,Male,16-34,Asian
55,Wisconsin,P012D007,2863,Male,16-34,Asian
56,Wyoming,P012D007,74,Male,16-34,Asian
72,Puerto Rico,P012D007,92,Male,16-34,Asian
01,Alabama,P012D008,415,Male,16-34,Asian
02,Alaska,P012D008,287,Male,16-34,Asian
04,Arizona,P012D008,1371,Male,16-34,Asian
05,Arkansas,P012D008,342,Male,16-34,Asian
06,California,P012D008,35545,Male,16-34,Asian
08,Colorado,P012D008,944,Male,16-34,Asian
09,Connecticut,P012D008,922,Male,16-34,Asian
10,Delaware,P012D008,242,Male,16-34,Asian
11,District of Columbia,P012D008,241,Male,16-34,Asian
12,Florida,P012D008,3237,Male,16-34,Asian
13,Georgia,P012D008,2497,Male,16-34,Asian
15,Hawaii,P012D008,2565,Male,16-34,Asian
16,Idaho,P012D008,159,Male,16-34,Asian
17,Illinois,P012D008,4210,Male,16-34,Asian
18,Indiana,P012D008,1426,Male,16-34,Asian
19,Iowa,P012D008,827,Male,16-34,Asian
20,Kansas,P012D008,600,Male,16-34,Asian
21,Kentucky,P012D008,349,Male,16-34,Asian
22,Louisiana,P012D008,590,Male,16-34,Asian
23,Maine,P012D008,113,Male,16-34,Asian
24,Maryland,P012D008,2125,Male,16-34,Asian
25,Massachusetts,P012D008,3272,Male,16-34,Asian
26,Michigan,P012D008,2231,Male,16-34,Asian
27,Minnesota,P012D008,2307,Male,16-34,Asian
28,Mississippi,P012D008,193,Male,16-34,Asian
29,Missouri,P012D008,1007,Male,16-34,Asian
30,Montana,P012D008,71,Male,16-34,Asian
31,Nebraska,P012D008,305,Male,16-34,Asian
32,Nevada,P012D008,1237,Male,16-34,Asian
33,New Hampshire,P012D008,204,Male,16-34,Asian
34,New Jersey,P012D008,3758,Male,16-34,Asian
35,New Mexico,P012D008,207,Male,16-34,Asian
36,New York,P012D008,11291,Male,16-34,Asian
37,North Carolina,P012D008,1761,Male,16-34,Asian
38,North Dakota,P012D008,139,Male,16-34,Asian
39,Ohio,P012D008,1649,Male,16-34,Asian
40,Oklahoma,P012D008,641,Male,16-34,Asian
41,Oregon,P012D008,1192,Male,16-34,Asian
42,Pennsylvania,P012D008,3509,Male,16-34,Asian
44,Rhode Island,P012D008,422,Male,16-34,Asian
45,South Carolina,P012D008,474,Male,16-34,Asian
46,South Dakota,P012D008,82,Male,16-34,Asian
47,Tennessee,P012D008,614,Male,16-34,Asian
48,Texas,P012D008,6650,Male,16-34,Asian
49,Utah,P012D008,438,Male,16-34,Asian
50,Vermont,P012D008,102,Male,16-34,Asian
51,Virginia,P012D008,2945,Male,16-34,Asian
53,Washington,P012D008,3796,Male,16-34,Asian
54,West Virginia,P012D008,120,Male,16-34,Asian
55,Wisconsin,P012D008,1563,Male,16-34,Asian
56,Wyoming,P012D008,65,Male,16-34,Asian
72,Puerto Rico,P012D008,50,Male,16-34,Asian
01,Alabama,P012D009,444,Male,16-34,Asian
02,Alaska,P012D009,300,Male,16-34,Asian
04,Arizona,P012D009,1375,Male,16-34,Asian
05,Arkansas,P012D009,350,Male,16-34,Asian
06,California,P012D009,36970,Male,16-34,Asian
08,Colorado,P012D009,1041,Male,16-34,Asian
09,Connecticut,P012D009,902,Male,16-34,Asian
10,Delaware,P012D009,165,Male,16-34,Asian
11,District of Columbia,P012D009,229,Male,16-34,Asian
12,Florida,P012D009,3235,Male,16-34,Asian
13,Georgia,P012D009,2378,Male,16-34,Asian
15,Hawaii,P012D009,2589,Male,16-34,Asian
16,Idaho,P012D009,126,Male,16-34,Asian
17,Illinois,P012D009,4364,Male,16-34,Asian
18,Indiana,P012D009,1388,Male,16-34,Asian
19,Iowa,P012D009,900,Male,16-34,Asian
20,Kansas,P012D009,713,Male,16-34,Asian
21,Kentucky,P012D009,379,Male,16-34,Asian
22,Louisiana,P012D009,643,Male,16-34,Asian
23,Maine,P012D009,122,Male,16-34,Asian
24,Maryland,P012D009,2178,Male,16-34,Asian
25,Massachusetts,P012D009,3135,Male,16-34,Asian
26,Michigan,P012D009,2309,Male,16-34,Asian
27,Minnesota,P012D009,2192,Male,16-34,Asian
28,Mississippi,P012D009,195,Male,16-34,Asian
29,Missouri,P012D009,1036,Male,16-34,Asian
30,Montana,P012D009,68,Male,16-34,Asian
31,Nebraska,P012D009,327,Male,16-34,Asian
32,Nevada,P012D009,1223,Male,16-34,Asian
33,New Hampshire,P012D009,231,Male,16-34,Asian
34,New Jersey,P012D009,3992,Male,16-34,Asian
35,New Mexico,P012D009,204,Male,16-34,Asian
36,New York,P012D009,11679,Male,16-34,Asian
37,North Carolina,P012D009,1719,Male,16-34,Asian
38,North Dakota,P012D009,184,Male,16-34,Asian
39,Ohio,P012D009,1567,Male,16-34,Asian
40,Oklahoma,P012D009,634,Male,16-34,Asian
41,Oregon,P012D009,1150,Male,16-34,Asian
42,Pennsylvania,P012D009,3454,Male,16-34,Asian
44,Rhode Island,P012D009,378,Male,16-34,Asian
45,South Carolina,P012D009,469,Male,16-34,Asian
46,South Dakota,P012D009,102,Male,16-34,Asian
47,Tennessee,P012D009,654,Male,16-34,Asian
48,Texas,P012D009,7193,Male,16-34,Asian
49,Utah,P012D009,490,Male,16-34,Asian
50,Vermont,P012D009,103,Male,16-34,Asian
51,Virginia,P012D009,2934,Male,16-34,Asian
53,Washington,P012D009,3764,Male,16-34,Asian
54,West Virginia,P012D009,132,Male,16-34,Asian
55,Wisconsin,P012D009,1412,Male,16-34,Asian
56,Wyoming,P012D009,74,Male,16-34,Asian
72,Puerto Rico,P012D009,43,Male,16-34,Asian
01,Alabama,P012D010,1615,Male,16-34,Asian
02,Alaska,P012D010,909,Male,16-34,Asian
04,Arizona,P012D010,4160,Male,16-34,Asian
05,Arkansas,P012D010,1001,Male,16-34,Asian
06,California,P012D010,103573,Male,16-34,Asian
08,Colorado,P012D010,3181,Male,16-34,Asian
09,Connecticut,P012D010,2940,Male,16-34,Asian
10,Delaware,P012D010,591,Male,16-34,Asian
11,District of Columbia,P012D010,838,Male,16-34,Asian
12,Florida,P012D010,9881,Male,16-34,Asian
13,Georgia,P012D010,6917,Male,16-34,Asian
15,Hawaii,P012D010,8089,Male,16-34,Asian
16,Idaho,P012D010,498,Male,16-34,Asian
17,Illinois,P012D010,13965,Male,16-34,Asian
18,Indiana,P012D010,3448,Male,16-34,Asian
19,Iowa,P012D010,2123,Male,16-34,Asian
20,Kansas,P012D010,2052,Male,16-34,Asian
21,Kentucky,P012D010,1157,Male,16-34,Asian
22,Louisiana,P012D010,2287,Male,16-34,Asian
23,Maine,P012D010,270,Male,16-34,Asian
24,Maryland,P012D010,6399,Male,16-34,Asian
25,Massachusetts,P012D010,9096,Male,16-34,Asian
26,Michigan,P012D010,6116,Male,16-34,Asian
27,Minnesota,P012D010,6199,Male,16-34,Asian
28,Mississippi,P012D010,685,Male,16-34,Asian
29,Missouri,P012D010,2886,Male,16-34,Asian
30,Montana,P012D010,208,Male,16-34,Asian
31,Nebraska,P012D010,1024,Male,16-34,Asian
32,Nevada,P012D010,3700,Male,16-34,Asian
33,New Hampshire,P012D010,637,Male,16-34,Asian
34,New Jersey,P012D010,13053,Male,16-34,Asian
35,New Mexico,P012D010,642,Male,16-34,Asian
36,New York,P012D010,34861,Male,16-34,Asian
37,North Carolina,P012D010,5078,Male,16-34,Asian
38,North Dakota,P012D010,494,Male,16-34,Asian
39,Ohio,P012D010,5183,Male,16-34,Asian
40,Oklahoma,P012D010,2086,Male,16-34,Asian
41,Oregon,P012D010,3070,Male,16-34,Asian
42,Pennsylvania,P012D010,9241,Male,16-34,Asian
44,Rhode Island,P012D010,932,Male,16-34,Asian
45,South Carolina,P012D010,1437,Male,16-34,Asian
46,South Dakota,P012D010,307,Male,16-34,Asian
47,Tennessee,P012D010,1935,Male,16-34,Asian
48,Texas,P012D010,22481,Male,16-34,Asian
49,Utah,P012D010,1700,Male,16-34,Asian
50,Vermont,P012D010,228,Male,16-34,Asian
51,Virginia,P012D010,9194,Male,16-34,Asian
53,Washington,P012D010,10413,Male,16-34,Asian
54,West Virginia,P012D010,410,Male,16-34,Asian
55,Wisconsin,P012D010,4198,Male,16-34,Asian
56,Wyoming,P012D010,167,Male,16-34,Asian
72,Puerto Rico,P012D010,104,Male,16-34,Asian
01,Alabama,P012D011,2439,Male,16-34,Asian
02,Alaska,P012D011,1391,Male,16-34,Asian
04,Arizona,P012D011,7595,Male,16-34,Asian
05,Arkansas,P012D011,1765,Male,16-34,Asian
06,California,P012D011,178629,Male,16-34,Asian
08,Colorado,P012D011,5657,Male,16-34,Asian
09,Connecticut,P012D011,6413,Male,16-34,Asian
10,Delaware,P012D011,1287,Male,16-34,Asian
11,District of Columbia,P012D011,1505,Male,16-34,Asian
12,Florida,P012D011,16652,Male,16-34,Asian
13,Georgia,P012D011,12534,Male,16-34,Asian
15,Hawaii,P012D011,13751,Male,16-34,Asian
16,Idaho,P012D011,847,Male,16-34,Asian
17,Illinois,P012D011,26400,Male,16-34,Asian
18,Indiana,P012D011,5096,Male,16-34,Asian
19,Iowa,P012D011,2996,Male,16-34,Asian
20,Kansas,P012D011,3187,Male,16-34,Asian
21,Kentucky,P012D011,2164,Male,16-34,Asian
22,Louisiana,P012D011,3580,Male,16-34,Asian
23,Maine,P012D011,464,Male,16-34,Asian
24,Maryland,P012D011,11651,Male,16-34,Asian
25,Massachusetts,P012D011,16629,Male,16-34,Asian
26,Michigan,P012D011,9418,Male,16-34,Asian
27,Minnesota,P012D011,10282,Male,16-34,Asian
28,Mississippi,P012D011,1154,Male,16-34,Asian
29,Missouri,P012D011,4616,Male,16-34,Asian
30,Montana,P012D011,256,Male,16-34,Asian
31,Nebraska,P012D011,1685,Male,16-34,Asian
32,Nevada,P012D011,6866,Male,16-34,Asian
33,New Hampshire,P012D011,1141,Male,16-34,Asian
34,New Jersey,P012D011,28142,Male,16-34,Asian
35,New Mexico,P012D011,1148,Male,16-34,Asian
36,New York,P012D011,60346,Male,16-34,Asian
37,North Carolina,P012D011,9431,Male,16-34,Asian
38,North Dakota,P012D011,446,Male,16-34,Asian
39,Ohio,P012D011,8917,Male,16-34,Asian
40,Oklahoma,P012D011,3093,Male,16-34,Asian
41,Oregon,P012D011,5025,Male,16-34,Asian
42,Pennsylvania,P012D011,15677,Male,16-34,Asian
44,Rhode Island,P012D011,1580,Male,16-34,Asian
45,South Carolina,P012D011,2419,Male,16-34,Asian
46,South Dakota,P012D011,419,Male,16-34,Asian
47,Tennessee,P012D011,3924,Male,16-34,Asian
48,Texas,P012D011,40322,Male,16-34,Asian
49,Utah,P012D011,2635,Male,16-34,Asian
50,Vermont,P012D011,327,Male,16-34,Asian
51,Virginia,P012D011,17447,Male,16-34,Asian
53,Washington,P012D011,19055,Male,16-34,Asian
54,West Virginia,P012D011,586,Male,16-34,Asian
55,Wisconsin,P012D011,6635,Male,16-34,Asian
56,Wyoming,P012D011,225,Male,16-34,Asian
72,Puerto Rico,P012D011,250,Male,16-34,Asian
01,Alabama,P012D012,2261,Male,16-34,Asian
02,Alaska,P012D012,1079,Male,16-34,Asian
04,Arizona,P012D012,7626,Male,16-34,Asian
05,Arkansas,P012D012,1652,Male,16-34,Asian
06,California,P012D012,173922,Male,16-34,Asian
08,Colorado,P012D012,5465,Male,16-34,Asian
09,Connecticut,P012D012,6721,Male,16-34,Asian
10,Delaware,P012D012,1445,Male,16-34,Asian
11,District of Columbia,P012D012,1384,Male,16-34,Asian
12,Florida,P012D012,17162,Male,16-34,Asian
13,Georgia,P012D012,12827,Male,16-34,Asian
15,Hawaii,P012D012,13645,Male,16-34,Asian
16,Idaho,P012D012,739,Male,16-34,Asian
17,Illinois,P012D012,26521,Male,16-34,Asian
18,Indiana,P012D012,4563,Male,16-34,Asian
19,Iowa,P012D012,2446,Male,16-34,Asian
20,Kansas,P012D012,2821,Male,16-34,Asian
21,Kentucky,P012D012,2275,Male,16-34,Asian
22,Louisiana,P012D012,2939,Male,16-34,Asian
23,Maine,P012D012,476,Male,16-34,Asian
24,Maryland,P012D012,12838,Male,16-34,Asian
25,Massachusetts,P012D012,15612,Male,16-34,Asian
26,Michigan,P012D012,9933,Male,16-34,Asian
27,Minnesota,P012D012,9003,Male,16-34,Asian
28,Mississippi,P012D012,1054,Male,16-34,Asian
29,Missouri,P012D012,4438,Male,16-34,Asian
30,Montana,P012D012,198,Male,16-34,Asian
31,Nebraska,P012D012,1473,Male,16-34,Asian
32,Nevada,P012D012,6817,Male,16-34,Asian
33,New Hampshire,P012D012,1288,Male,16-34,Asian
34,New Jersey,P012D012,32818,Male,16-34,Asian
35,New Mexico,P012D012,1146,Male,16-34,Asian
36,New York,P012D012,57943,Male,16-34,Asian
37,North Carolina,P012D012,9353,Male,16-34,Asian
38,North Dakota,P012D012,315,Male,16-34,Asian
39,Ohio,P012D012,8999,Male,16-34,Asian
40,Oklahoma,P012D012,2483,Male,16-34,Asian
41,Oregon,P012D012,5371,Male,16-34,Asian
42,Pennsylvania,P012D012,15121,Male,16-34,Asian
44,Rhode Island,P012D012,1306,Male,16-34,Asian
45,South Carolina,P012D012,2416,Male,16-34,Asian
46,South Dakota,P012D012,326,Male,16-34,Asian
47,Tennessee,P012D012,4020,Male,16-34,Asian
48,Texas,P012D012,40636,Male,16-34,Asian
49,Utah,P012D012,2243,Male,16-34,Asian
50,Vermont,P012D012,278,Male,16-34,Asian
51,Virginia,P012D012,18617,Male,16-34,Asian
53,Washington,P012D012,19059,Male,16-34,Asian
54,West Virginia,P012D012,526,Male,16-34,Asian
55,Wisconsin,P012D012,5449,Male,16-34,Asian
56,Wyoming,P012D012,162,Male,16-34,Asian
72,Puerto Rico,P012D012,223,Male,16-34,Asian
01,Alabama,P012D013,2488,Male,35-54,Asian
02,Alaska,P012D013,1256,Male,35-54,Asian
04,Arizona,P012D013,8143,Male,35-54,Asian
05,Arkansas,P012D013,1530,Male,35-54,Asian
06,California,P012D013,187814,Male,35-54,Asian
08,Colorado,P012D013,6072,Male,35-54,Asian
09,Connecticut,P012D013,6523,Male,35-54,Asian
10,Delaware,P012D013,1366,Male,35-54,Asian
11,District of Columbia,P012D013,1026,Male,35-54,Asian
12,Florida,P012D013,18853,Male,35-54,Asian
13,Georgia,P012D013,15245,Male,35-54,Asian
15,Hawaii,P012D013,15278,Male,35-54,Asian
16,Idaho,P012D013,764,Male,35-54,Asian
17,Illinois,P012D013,26041,Male,35-54,Asian
18,Indiana,P012D013,4423,Male,35-54,Asian
19,Iowa,P012D013,2317,Male,35-54,Asian
20,Kansas,P012D013,3113,Male,35-54,Asian
21,Kentucky,P012D013,2353,Male,35-54,Asian
22,Louisiana,P012D013,2982,Male,35-54,Asian
23,Maine,P012D013,517,Male,35-54,Asian
24,Maryland,P012D013,13760,Male,35-54,Asian
25,Massachusetts,P012D013,16020,Male,35-54,Asian
26,Michigan,P012D013,10557,Male,35-54,Asian
27,Minnesota,P012D013,8996,Male,35-54,Asian
28,Mississippi,P012D013,1096,Male,35-54,Asian
29,Missouri,P012D013,4406,Male,35-54,Asian
30,Montana,P012D013,190,Male,35-54,Asian
31,Nebraska,P012D013,1434,Male,35-54,Asian
32,Nevada,P012D013,7369,Male,35-54,Asian
33,New Hampshire,P012D013,1494,Male,35-54,Asian
34,New Jersey,P012D013,34308,Male,35-54,Asian
35,New Mexico,P012D013,1114,Male,35-54,Asian
36,New York,P012D013,55284,Male,35-54,Asian
37,North Carolina,P012D013,9712,Male,35-54,Asian
38,North Dakota,P012D013,267,Male,35-54,Asian
39,Ohio,P012D013,9012,Male,35-54,Asian
40,Oklahoma,P012D013,2668,Male,35-54,Asian
41,Oregon,P012D013,5906,Male,35-54,Asian
42,Pennsylvania,P012D013,15132,Male,35-54,Asian
44,Rhode Island,P012D013,1055,Male,35-54,Asian
45,South Carolina,P012D013,2698,Male,35-54,Asian
46,South Dakota,P012D013,323,Male,35-54,Asian
47,Tennessee,P012D013,4293,Male,35-54,Asian
48,Texas,P012D013,44891,Male,35-54,Asian
49,Utah,P012D013,2183,Male,35-54,Asian
50,Vermont,P012D013,312,Male,35-54,Asian
51,Virginia,P012D013,20987,Male,35-54,Asian
53,Washington,P012D013,19909,Male,35-54,Asian
54,West Virginia,P012D013,489,Male,35-54,Asian
55,Wisconsin,P012D013,4817,Male,35-54,Asian
56,Wyoming,P012D013,168,Male,35-54,Asian
72,Puerto Rico,P012D013,259,Male,35-54,Asian
01,Alabama,P012D014,2156,Male,35-54,Asian
02,Alaska,P012D014,1275,Male,35-54,Asian
04,Arizona,P012D014,6686,Male,35-54,Asian
05,Arkansas,P012D014,1230,Male,35-54,Asian
06,California,P012D014,174758,Male,35-54,Asian
08,Colorado,P012D014,5208,Male,35-54,Asian
09,Connecticut,P012D014,5393,Male,35-54,Asian
10,Delaware,P012D014,1073,Male,35-54,Asian
11,District of Columbia,P012D014,580,Male,35-54,Asian
12,Florida,P012D014,17512,Male,35-54,Asian
13,Georgia,P012D014,13193,Male,35-54,Asian
15,Hawaii,P012D014,17223,Male,35-54,Asian
16,Idaho,P012D014,593,Male,35-54,Asian
17,Illinois,P012D014,21722,Male,35-54,Asian
18,Indiana,P012D014,3799,Male,35-54,Asian
19,Iowa,P012D014,1882,Male,35-54,Asian
20,Kansas,P012D014,2519,Male,35-54,Asian
21,Kentucky,P012D014,1979,Male,35-54,Asian
22,Louisiana,P012D014,2592,Male,35-54,Asian
23,Maine,P012D014,443,Male,35-54,Asian
24,Maryland,P012D014,12112,Male,35-54,Asian
25,Massachusetts,P012D014,12808,Male,35-54,Asian
26,Michigan,P012D014,9428,Male,35-54,Asian
27,Minnesota,P012D014,7014,Male,35-54,Asian
28,Mississippi,P012D014,954,Male,35-54,Asian
29,Missouri,P012D014,3561,Male,35-54,Asian
30,Montana,P012D014,158,Male,35-54,Asian
31,Nebraska,P012D014,1151,Male,35-54,Asian
32,Nevada,P012D014,6953,Male,35-54,Asian
33,New Hampshire,P012D014,1179,Male,35-54,Asian
34,New Jersey,P012D014,29e3,Male,35-54,Asian
35,New Mexico,P012D014,1003,Male,35-54,Asian
36,New York,P012D014,51107,Male,35-54,Asian
37,North Carolina,P012D014,8303,Male,35-54,Asian
38,North Dakota,P012D014,224,Male,35-54,Asian
39,Ohio,P012D014,7157,Male,35-54,Asian
40,Oklahoma,P012D014,2249,Male,35-54,Asian
41,Oregon,P012D014,5276,Male,35-54,Asian
42,Pennsylvania,P012D014,12404,Male,35-54,Asian
44,Rhode Island,P012D014,962,Male,35-54,Asian
45,South Carolina,P012D014,2195,Male,35-54,Asian
46,South Dakota,P012D014,244,Male,35-54,Asian
47,Tennessee,P012D014,3538,Male,35-54,Asian
48,Texas,P012D014,39427,Male,35-54,Asian
49,Utah,P012D014,1884,Male,35-54,Asian
50,Vermont,P012D014,247,Male,35-54,Asian
51,Virginia,P012D014,17695,Male,35-54,Asian
53,Washington,P012D014,17254,Male,35-54,Asian
54,West Virginia,P012D014,419,Male,35-54,Asian
55,Wisconsin,P012D014,3873,Male,35-54,Asian
56,Wyoming,P012D014,123,Male,35-54,Asian
72,Puerto Rico,P012D014,263,Male,35-54,Asian
01,Alabama,P012D015,1765,Male,35-54,Asian
02,Alaska,P012D015,1430,Male,35-54,Asian
04,Arizona,P012D015,5719,Male,35-54,Asian
05,Arkansas,P012D015,1033,Male,35-54,Asian
06,California,P012D015,171945,Male,35-54,Asian
08,Colorado,P012D015,4598,Male,35-54,Asian
09,Connecticut,P012D015,4705,Male,35-54,Asian
10,Delaware,P012D015,926,Male,35-54,Asian
11,District of Columbia,P012D015,411,Male,35-54,Asian
12,Florida,P012D015,15516,Male,35-54,Asian
13,Georgia,P012D015,11147,Male,35-54,Asian
15,Hawaii,P012D015,19386,Male,35-54,Asian
16,Idaho,P012D015,528,Male,35-54,Asian
17,Illinois,P012D015,18167,Male,35-54,Asian
18,Indiana,P012D015,3001,Male,35-54,Asian
19,Iowa,P012D015,1451,Male,35-54,Asian
20,Kansas,P012D015,2022,Male,35-54,Asian
21,Kentucky,P012D015,1525,Male,35-54,Asian
22,Louisiana,P012D015,2422,Male,35-54,Asian
23,Maine,P012D015,365,Male,35-54,Asian
24,Maryland,P012D015,11360,Male,35-54,Asian
25,Massachusetts,P012D015,11456,Male,35-54,Asian
26,Michigan,P012D015,7805,Male,35-54,Asian
27,Minnesota,P012D015,5629,Male,35-54,Asian
28,Mississippi,P012D015,886,Male,35-54,Asian
29,Missouri,P012D015,2868,Male,35-54,Asian
30,Montana,P012D015,145,Male,35-54,Asian
31,Nebraska,P012D015,847,Male,35-54,Asian
32,Nevada,P012D015,6690,Male,35-54,Asian
33,New Hampshire,P012D015,936,Male,35-54,Asian
34,New Jersey,P012D015,26883,Male,35-54,Asian
35,New Mexico,P012D015,922,Male,35-54,Asian
36,New York,P012D015,51277,Male,35-54,Asian
